PLUAD_name;DEP_num;NameEn;NameRus;NameKg;Length;type
RD4;10;Orlovka-Zhany-Alysh;Орловка - Жаны Алыш;Орловка - Жаны Алыш;6,1;nat
RD4;10;Pioner Lager-Pastbishche-Bel Saz;Пионерлагерь - пастбище Бел Саз;Пионерлагерь - пастбище Бел Саз;28;loc
RD4;10;Kirovo-Syn Tash 0-5 km;Кирово - Сын Таш 0-5 км;Кирово - Сын Таш 0-5 км;5;loc
RD4;10;Ak Say-Yuryevka 0-5 km;Ак Сай - Юрьевка 0-5 км;Ак Сай - Юрьевка 0-5 км;5;loc
RD4;11;Epkin kr. vostok-Budenovka with access road to Sotsialchy v.;Эпкин восток - Буденовка с подъездной дорогой к селу Социалчы;Эпкин восток - Буденовка с подъездной дорогой к селу Социалчы;31;loc
RD4;11;Krasnaya Rechka - bypass road 0-4 km;Красная речка - объездная дорога 0-4 км;Красная речка - объездная дорога 0-4 км;4;loc
RD4;11;Ken Bulun - Svinsovkhoz 0-19 km;Кен Булун - Свинсовхоз 0-19 км;Кен Булун - Свинсовхоз 0-19 км;19;loc
RD4;11;Ivanovka - bypass road 0-4 km;Ивановка - объездная дорога 0-4 км;Ивановка - объездная дорога 0-4 км;4;loc
RD4;11;Ivanovka - Plodopitomnik 0-2 km;Ивановка - Плодопитомник 0-2 км;Ивановка - Плодопитомник 0-2 км;2;loc
RD4;11;Rot Front - Syntash 0-10 km;Рот Фронт - Сынташ 0-10 км;Рот Фронт - Сынташ 0-10 км;10;loc
RD4;11;38 km. Gosdoroga - Bypass road 0-3 km;38 км Госдорога - Объездная дорога 0-3 км;39 км Госдорога - Объездная дорога 0-3 км;3;loc
RD4;11;Orlovka-Taldy Bulak-P.Oktorkoy;Орловка - Талды Булак - П.Окторкой;Орловка - Талды Булак - П.Окторкой;25;loc
RD4;11;Kenesh-Bypass road 0-5 km;Кенеш - Объездная дорога - 0-5 км;Кенеш - Объездная дорога - 0-5 км;5;loc
RD4;11;Balykchy-Bokonbayevo-Karakol150-220;Балыкчы - Боконбаево - Каракол 150-220 км;Балыкчы - Боконбаево - Каракол 150-220 км;70;inter
RD4;11;Balykchy-Ananyevo-Karakol207-218;Балыкчы - Ананьево - Каракол 207-218;Балыкчы - Ананьево - Каракол 207-219;11;inter
RD4;11;Karakol-Pristan;Каракол - Пристань;Каракол - Пристань;11;nat
RD4;11;Zheti Oguz-Koy Sary;Жети Огуз - Кой Сары;Жети Огуз - Кой Сары;31;nat
RD4;11;Kyzyl Suu-Pristan;Кызыл Суу - Пристань;Кызыл Суу - Пристань;10;nat
RD4;11;Konkino-Zheti Oguz-Telti;Конкино - Жети Огуз - Телти;Конкино - Жети Огуз - Телти;47;loc
RD4;11;Shalbaa-Lipenka-Zhon Bulak;Шалбаа - Липенка - Жон Булак;Шалбаа - Липенка - Жон Булак;30;loc
RD4;11;Lipenka-Karakol pass;Липенка - перевал Каракол;Липенка - перевал Каракол;9;loc
RD4;11;Zhele Dobo-Zheti Oguz;Желе Добо - Жети Огуз;Желе Добо - Жети Огуз;2;loc
RD4;11;Ak Kochkor-Baltabay-Irdyk;Ак Кочкор - Балтабай - Ирдык;Ак Кочкор - Балтабай - Ирдык;12;loc
RD4;11;Boz Bulun-Kara Zhal;Боз Булун - Кара Жал;Боз Булун - Кара Жал;8;loc
RD4;33;Karakol-Boru Bash;Каракол - Бору Баш;Каракол - Бору Баш;21;loc
RD4;33;Gosdoroga-Talap;Госдорога - Талап;Госдорога - Талап;2;loc
RD4;33;Chon Kyzyl Suu-Kyzyl Suu;Чон Кызыл Суу - Кызыл Суу;Чон Кызыл Суу - Кызыл Суу;22;loc
RD4;33;Chon Kyzyl Suu-sv.Polyana;Чон Кызыл Суу - Поляна;Чон Кызыл Суу - Поляна;2;loc
RD4;33;Suttu Bulak-Boz Beshik-Munduz;Сутту Булак - Боз Бешик - Мундуз;Сутту Булак - Боз Бешик - Мундуз;55;loc
RD4;33;Ak Dobo-Televyshka;Ак Добо - Телевышка;Ак Добо - Телевышка;6;loc
RD4;33;Tort Kul-Darkhan-Tik Kyya;Торт Куль - Дархан - Тик Кыя;Торт Куль - Дархан - Тик Кыя;17;loc
RD4;33;Kirpichnyi-Saruu-Zhuuku;Кирпичный - Саруу - Жууку;Кирпичный - Саруу - Жууку;65;loc
RD4;33;Zhenish-Zhaiyt-Ak Terek 0-36;Жениш - Жайыт - Ак Терек 0-36км;Жениш - Жайыт - Ак Терек 0-36км;36;loc
RD4;33;Taraz - Talas - Suusamyr;Тараз - Талас - Суусамыр;Тараз - Талас - Суусамыр;11;inter
RD4;33; Suusamyr- Talas - Taraz;Суусамыр - Талас - Тараз;Суусамыр - Талас - Тараз;73;inter
RD4;33;Chatbazar-Aral-Taldybulak;Чатбазар - Арал - Талдыбулак;Чатбазар - Арал - Талдыбулак;50;loc
RD4;33;Kopurobazar - Karakol;Копуробазар - Каракол;Копуробазар - Каракол;60;loc
RD4;35;Konezavod - Taldybulak;Конезавод - Талдыбулак;Конезавод - Талдыбулак;20;loc
RD4;35;Konezavod - Ortokoshoy;Конезавод - Ортокошой;Конезавод - Ортокошой;20;loc
RD4;35;Konezavod - Chonkoshoy;Конезавод - Чонкошой;Конезавод - Чонкошой;20;loc
RD4;35;Konezavod - Sandyk;Конезавод - Сандык;Конезавод - Сандык;15;loc
RD4;35;Kommun - Chonor - Lugovoye;Коммун - Чонор - Луговое;Коммун - Чонор - Луговое;37;loc
RD4;35;Osh-Batken-Isfana;Ош - Баткен - Исфана;Ош - Баткен - Исфана;45;inter
RD4;35;Nookat-Papan;Ноокат - Папан;Ноокат - Папан;45;nat
RD4;35;Nookat-Aravan;Ноокат - Араван;Ноокат - Араван;19;nat
RD4;35;Telman-Karagoy;Тельман - Карагой;Тельман - Карагой;28;loc
RD4;35;Nookat-Kalinin;Ноокат - Калинин;Ноокат - Калинин;9;loc
RD4;35;Dodon-Saliyeva-Abshyrsay;Додон - Салиева - Абшырсай;Додон - Салиева - Абшырсай;55;loc
RD4;35;Madaniyat-Leninizm;Маданият - Ленинизм;Маданият - Ленинизм;26;loc
RD4;35;Kokzhar-Tashbulak;Кокжар - Ташбулак;Кокжар - Ташбулак;18;loc
RD4;35;Kokzhar-Pakhtachy;Кокжар - Пахтачы;Кокжар - Пахтачы;13;loc
RD4;35;Nookat-Chechmesay;Ноокат - Чечмесай;Ноокат - Чечмесай;4;loc
RD4;35;Chapayev-Internatsional;Чапаев - Интерниционал;Чапаев - Интерниционал;6;loc
RD4;35;Kokbel-Kichialay;Кокбел - Кичиалай;Кокбел - Кичиалай;8;loc
RD4;35;Toomoyun-Osor-Zhany Archa;Тоомоюн - Осор - Жаны Арча;Тоомоюн - Осор - Жаны Арча;48;loc
RD4;35;Madaniyat-Kyzyl Teyit;Маданият - Кызыл Тейит;Маданият - Кызыл Тейит;15;loc
RD4;35;2nd division of Kokzhar;2я часть Кокжара;2я часть Кокжара;4;loc
UAD_BNT;32;Kokbel-Akterek;Кокбел - Актерек;Кокбел - Актерек;17;loc
UAD_BNT;32;Leninizm-Shankol;Ленинизм - Шанкол;Ленинизм - Шанкол;19;loc
UAD_BNT;32;Kokzhar-Uluu Too;Кокжар - Улуу Тоо;Кокжар - Улуу Тоо;10;loc
UAD_BNT;32;Kokzhar-Kyzyl Kyya;Кокар - Кызыл Кия;Кокар - Кызыл Кия;30;loc
UAD_BNT;32;Kyzyl Kyya-Beshburkan;Кызыл Кия - Бешбуркан;Кызыл Кия - Бешбуркан;7;loc
UAD_BNT;32;Bishkek-Osh с 427 по 488 km;Бишкек - Ош 427-488 км;Бишкек - Ош 427-488 км;61;inter
UAD_BNT;32;Tashkomur-Kyzylzhar-12 M-076;Ташкомур - Кызылжар 12 м-076;Ташкомур - Кызылжар 12 м-077;28;nat
UAD_BNT;32;Alabuka-Kerben-Tashkomur;Алабука - Кербен - Ташкомур;Алабука - Кербен - Ташкомур;54;nat
UAD_BNT;32;Maylysuu- Aksuu-Zhanytalap ;Майлусуу - Аксуу - Жаныталап;Майлусуу - Аксуу - Жаныталап;30;loc
UAD_BNT;32;Kichiakzhol-Pionerlager ;Кичиакжол - Пионерлагерь;Кичиакжол - Пионерлагерь;16;loc
UAD_BNT;32;Raikomol-Kechuu ;Райкомол - Кечуу;Райкомол - Кечуу;8;loc
UAD_BNT;32;Zhanyzhol-Malkaldy;Жаныжол - Малкалды;Жаныжол - Малкалды;4,2;loc
UAD_BNT;32;Ornok-Saliyeva;Орнок - Салиева;Орнок - Салиева;3;loc
UAD_BNT;32;Almaty-Bishkek-Tashkent 232-255 km ;Алматы - Бишкек - Ташкент 232-255 км;Алматы - Бишкек - Ташкент 232-255 км;23;inter
UAD_BNT;32;Access to Bishkek 0-17 km;Подъездная дорога к Бишкеку 0-17 км;Подъездная дорога к Бишкеку 0-17 км;17;inter
UAD_BNT;34;Maevka-Ala Archa reservoir 0-9 km;Маевка - водохранилище Ала Арча 0-9 км;Маевка - водохранилище Ала Арча 0-9 км;9;nat
UAD_BNT;34;Voenno Antonovka - Uchhoz 0-12,5 km;Военно Антоновка - Учхоз 0-12,5 км;Военно Антоновка - Учхоз 0-12,5 км;12,5;nat
UAD_BNT;34;Vostochnoye - Zhanypakhta 0-12 km;Восточное - Жаныпахта 0-12 км;Восточное - Жаныпахта 0-12 км;12;loc
UAD_BNT;34;Bishkek - Kamyshanovka-Broylernaya 0-11 km;Бишкек - Камышановка - Бройлерная 0-11км;Бишкек - Камышановка - Бройлерная 0-11км;11;loc
UAD_BNT;34;Zhany Pakhta - Nizhnechuisk - Mirnyy - Taltak 0-20 km;Жаныпахта - Нижнечуйск - мирный - талтак 0-2,км;Жаныпахта - Нижнечуйск - мирный - талтак 0-2,км;20;loc
UAD_BNT;34;Access road to Lesnoye v. 0-3 km;подъездная дорога к селу Лесное 0-3 км;подъездная дорога к селу Лесное 0-3 км;3;loc
UAD_BNT;34;Chatkul - Tortkul - Uchkhoz 0-18 km;Чаткул - Торткул - Учхоз 0-18км;Чаткул - Торткул - Учхоз 0-18км;18;loc
UAD_BNT;34;Sovhoz Frunze - RKOOS 0-7 km;Совхоз Фрунзе - РКООС 0-7 км;Совхоз Фрунзе - РКООС 0-7 км;7;loc
UAD_BNT;34;Bishkek - Kr. Stroitel 0-4 km;Бишкек - Красный Строитель 0-4 км;Бишкек - Красный Строитель 0-4 км;4;loc
UAD_BNT;34;Prigorodnoye - Ozernoye 0-14 km;Пригородное - Озерное 0-14км;Пригородное - Озерное 0-14км;14;loc
UAD_BNT;34;Rassvet - Mramornoye 0-11 km;Рассвет - Мраморное 0-11км;Рассвет - Мраморное 0-11км;11;loc
UAD_BNT;34;Leninskoye - Ozernoye 0-6,1 km;Ленинское - Озерное 0-6,1км;Ленинское - Озерное 0-6,1км;6,1;loc
UAD_BNT;34;Lebedinovka - GES-5 0-6,6 km;Лебединовка - ГЭС% 0-6,6км;Лебединовка - ГЭС% 0-6,6км;6,6;loc
UAD_BNT;34;Alamudun - Mykan - Dachnyi 0-9,2 km;Аламедин - Мукан - Дачныйм0-9,2км;Аламедин - Мукан - Дачныйм0-9,2км;9,2;loc
UAD_BNT;34;Leninskoye - Kaiyrma-p/ya Moldovanovka 0-5 km;Ленинское - Кайырма - Молдовановка 0-5км;Ленинское - Кайырма - Молдовановка 0-5км;5;loc
UAD_BNT;34;Lebedinovka - Mazarsuu 0-3 km;Лебединовка - Мазарсуу 0-3км;Лебединовка - Мазарсуу 0-3км;3;loc
UAD_BNT;34;GES-5 - MGKO 0-3,5 km;ГЭС5 - МГКО 0-3,5км;ГЭС5 - МГКО 0-3,5км;3,5;loc
UAD_BNT;34;Leninskoye-GES-5 0-3 km;Ленинское - ГЭС5 0-3 км;Ленинское - ГЭС5 0-3 км;3;loc
UAD_BNT;34;Mayskiy - Nizhnyaya Ala Archa 0-6,6 km;Майский - Нижняя Ала Арча 0-6,6 км;Майский - Нижняя Ала Арча 0-6,6 км;6,6;loc
UAD_BNT;34;Balykchi-Ananyevo-Karakol 156-207 ;Балыкчы - Ананьево - Каракол 156-207 км;Балыкчы - Ананьево - Каракол 156-207 км;51;inter
UAD_BNT;39;Tup-Kegen;Тюп - Кеген;Тюп - Кеген;76;inter
UAD_BNT;39;Mikhailovka-Nikolayevka-Sary Tologoi;Михайловка - Николаевка - Сары Тологой;Михайловка - Николаевка - Сары Тологой;82;nat
UAD_BNT;39;Karkyra-Turuk-Sary Jaz;Каркыра - Турук - Сары Жаз;Каркыра - Турук - Сары Жаз;80;nat
UAD_BNT;39;Cemzavod-Kurmontu-Pristan';Цемзавод - Курмонту - Пристань;Цемзавод - Курмонту - Пристань;8;nat
UAD_BNT;39;Dolon-Kosh Dobo-Min Bulak;Долон - Кош Добо - Мин Булак;Долон - Кош Добо - Мин Булак;13;loc
UAD_BNT;39;Kara Suu-Tasma-Chon Toguzbay;Кара Суу - Тасма - Чон Тогузбай;Кара Суу - Тасма - Чон Тогузбай;7;loc
UAD_BNT;39;Taldy Suu-Aral;Талды Суу - Арал;Талды Суу - Арал;10;loc
UAD_BNT;39;Tup-Shaty-Taldy Suu;Тюп - Шаты - Талды Суу;Тюп - Шаты - Талды Суу;17;loc
UAD_BNT;39;Sary Tologoy-Chon Bulak;Сары Тологой - Чон Булак;Сары Тологой - Чон Булак;20;loc
UAD_BNT;39;Turuk-Zhaak;Турук - Жаак;Турук - Жаак;20;loc
UAD_BNT;39;Shaty-Sarybulak;Шаты - Сарыбулак;Шаты - Сарыбулак;7;loc
UAD_BNT;39;Tup-Pritsan';Тюп - Пристань;Тюп - Пристань;3;loc
UAD_BNT;39;Belovodsk-agricultural Tekhnikum;Беловодск - Аграрный техникум;Беловодск - Аграрный техникум;3;loc
UAD_BNT;39;Ken Suu-leskhoz;Кен Суу - Лесхоз;Кен Суу - Лесхоз;6;loc
UAD_BNT;39;Zhylanach-Arpa Tektir;Жаланач - Арпа Тектир;Жаланач - Арпа Тектир;30;loc
UAD_BNT;39;Dongolok-Saz-Slivpunkt;Донголок - Саз - Сливпункт;Донголок - Саз - Сливпункт;13;loc
UAD_BNT;39;3-ferma - Chymyndy Say;3 ферма - Чымынды Сай;4 ферма - Чымынды Сай;22;loc
UAD_BNT;39;Mikhailovka-Nikolayevka;Михайловка - Николаевка;Михайловка - Николаевка;10;loc
UAD_BNT;39;Petrovka-Narzan sources;Петровка - Нарзан ;Петровка - Нарзан ;52;nat
UAD_BNT;39;Bishkek-Chaldovar 60,2-67,0 km;Бишкек - Чалдовар 60.2 - 67.0  км;Бишкек - Чалдовар 60.2 - 67.0  км;6,8;inter
UAD_BNT;39;Sosnovka-Keperaryk ;Сосновка - Кеперанык;Сосновка - Кеперанык;8;nat
UAD_BNT;41;Kalininskoe-Stepnoe ;Калининское - Степное;Калининское - Степное;44;nat
UAD_BNT;41;Kara Balta-Monoldor ;Кара Балта - Монолдор;Кара Балта - Монолдор;18;loc
UAD_BNT;41;Sosnovka-Sarybulak ;Сосновка Сарыбулак;Сосновка Сарыбулак;6;loc
UAD_BNT;41;Uzen-Sarykoo ;Узен - Сакыроо;Узен - Сакыроо;23;loc
UAD_BNT;41;Novonikolaevka-Karasu  ;тНовониколаевка - Карасуу;тНовониколаевка - Карасуу;29;loc
UAD_BNT;41;Jeken-Eriktuu-Iyrisuu ;Жекен - Эриктуу - Лыриссуу;Жекен - Эриктуу - Лыриссуу;11;loc
UAD_BNT;41;Kalininskoe-Zhonaryk ;Калиникское - Жонарык;Калиникское - Жонарык;14;loc
UAD_BNT;41;Voznesenovka-Karatyube ;Вознесеновка - Каратюбе;Вознесеновка - Каратюбе;24;loc
UAD_BNT;41;Stavropolovka-Vodohranilishe;Ставрополка - Водохранилище;Ставрополка - Водохранилище;4;loc
UAD_BNT;955;Kara Balta-Indom;Кара Балта - Индом;Кара Балта - Индом;7;loc
UAD_BNT;955;Petropavlovka-Kyzyldyikan ;Петропавловка - Кызыл Дыйкан;Петропавловка - Кызыл Дыйкан;22;loc
UAD_BNT;955;Poltavka-Ortosuu ;Полтавка - Ортосуу;Полтавка - Ортосуу;6;loc
UAD_BNT;955;Novonikolaevka-SPTU 35 ;Новониколаевка - СПТУ 35;Новониколаевка - СПТУ 36;3;loc
UAD_BNT;955;Novonikolaevka-Akbashat ;Новониколаевка - Акбашат;Новониколаевка - Акбашат;5;loc
UAD_BNT;955;Comintern-Novyi Put;Коминтерн - Новый Путь;Коминтерн - Новый Путь;15;loc
UAD_BNT;955;Petropavlovka-Aerordrom ;Петропавловка - Аэродром;Петропавловка - Аэродром;10;loc
UAD_BNT;955;Melioratsiya-Toktosh ;Меиорация - Токтош;Меиорация - Токтош;8;loc
UAD_BNT;955;Alexeevka-Bolshevik ;Алексеевка - Большевик;Алексеевка - Большевик;11;loc
UAD_BNT;955;Akbashat-Aral ;Акбашат - Арал;Акбашат - Арал;2;loc
UAD_BNT;955;Akbashat-MTF;Акбашат - МТФ;Акбашат - МТФ;2;loc
UAD_BNT;955;Bishkek- Naryn-Torugart  283-367 km;Бишкек - Нарын - Торугарт 283-367 км;Бишкек - Нарын - Торугарт 283-367 км;103;inter
UAD_BNT;955;Bypass road Naryn c. 0-5,1 km;Объездная дорога города Нарын 0-5,1 км;Объездная дорога города Нарын 0-5,1 км;5,1;inter
UAD_BNT;955;Gosdoroga-Konezavod 0-1 km ;Госдорога - Конезавод 0-1км;Госдорога - Конезавод 0-1км;1;loc
UAD_BNT;955;Onarcha-Echki Bashy 0-5 km;Онарча - Эчки башы 0-5 км;Онарча - Эчки башы 0-5 км;5;loc
UAD_BNT;955;Gosdoroga-Min Bulak 0-15 km;Госдорога - Минбулак 0-15 км;Госдорога - Минбулак 0-15 км;15;loc
UAD_BNT;955;Gosdoroga-Emgekchil 0-9 km;Госдорога - Эмгекчил 0-9 км;Госдорога - Эмгекчил 0-9 км;9;loc
UAD_BNT;957;Dolon - Kichikarakuzhur-Soltonsary 0-60 km;Долон - Кичикаракужур - Солтонсары 0-60 км;Долон - Кичикаракужур - Солтонсары 0-60 км;60;loc
UAD_BNT;957;Ekiottuk - Karatalzhapyryk-Son Kol 0-60 km;Экиоттук - Караталжапырык - Сон Кол 0-60 км;Экиоттук - Караталжапырык - Сон Кол 0-60 км;40;loc
UAD_BNT;957;Teskey-Torpu - Son Kol 0-20 km;Тескей - Торпу - Сон Кол 0-60 км;Тескей - Торпу - Сон Кол 0-60 км;20;loc
UAD_BNT;957;Bishkek-Chaldovar 67,0-91,6 km;Бишкек - Чалдовар 67,0-91,6 км;Бишкек - Чалдовар 67,0-91,6 км;24,6;inter
UAD_BNT;957;Panfilovka-m/s Chaldovar;Панфиловка - м/с Чалдовар;Панфиловка - м/с Чалдовар;28;nat
UAD_BNT;957;Panfilovka-Kaiyndy ;Панфиловка - Кайынды;Панфиловка - Кайынды;8;loc
UAD_BNT;957;Panfilovka-Ortoaryk ;Панфиловка - Ортоарык;Панфиловка - Ортоарык;20;loc
UAD_BO;5;Efironos-Telman ;Эфиронос - Тельман;Эфиронос - Тельман;14;loc
UAD_BO;5;Chaldovar-Rovnoe-Kirov ;Чалдовар - Ровное - Киров;Чалдовар - Ровное - Киров;20;loc
UAD_BO;5;Chaldovar-F2-Rovnoe;Чалдовар - F2 - Ровное;Чалдовар - F2 - Ровное;15;loc
UAD_BO;5;Chaldovar-Cholokaryk ;Чалдовар - Чолокарык;Чалдовар - Чолокарык;8,1;loc
UAD_BO;5;Chaldovar-Kenzhebai ;Чалдовар - Кенжебай;Чалдовар - Кенжебай;11;loc
UAD_BO;5;Chaldovar-Toka ;Чалдовар - Тока;Чалдовар - Тока;25;loc
UAD_BO;5;Partsezd-Chorgolo ;Партсъезд - Чорголо;Партсъезд - Чорголо;9;loc
UAD_BO;5;Kurpuldek-Aerodrome ;Курпулдек - Аэродром;Курпулдек - Аэродром;1;loc
UAD_BO;5;Kaptalaryk-Kumaryk ;Капталарык - Кумарык;Капталарык - Кумарык;12;loc
UAD_BO;5;Erkinsay-Kumaryk ;Эркинсай - Кумарык;Эркинсай - Кумарык;15;loc
UAD_BO;5;Voznesenovka-Erkinsay;Вознесеновка - Эркинсай;Вознесеновка - Эркинсай;28;loc
UAD_BO;5;Kant-ABZ;Кант - АБЗ;Кант - АБЗ;12,2;nat
UAD_BO;5;Lower Nooruz-Zherkazar- GES5 with access road to Druzhba v. ;Нижний Нооруз - Жерказар - ГЭС5 с подъездной дорогой к селу Дружба;Нижний Нооруз - Жерказар - ГЭС5 с подъездной дорогой к селу Дружба;10,4;loc
UAD_BO;9;Dmitrievka-Birdik-Hunchi- Milyanfan ;Дмитриевка - Бирдик - Хунчи - Милянфан;Дмитриевка - Бирдик - Хунчи - Милянфан;17;loc
UAD_BO;9;Kant-Ak Kuduk ;Кант - Ак Кудук;Кант - Ак Кудук;9,6;loc
UAD_BO;9;Tuz-Zharbashy- Internatsionalnoe;Туз - Жарбашы - Интернациональное;Туз - Жарбашы - Интернациональное;16,4;loc
UAD_BO;9;Kant-Zheek- Dmitrievka ;Кант - Жээк - Дмитриевка;Кант - Жээк - Дмитриевка;6,8;loc
UAD_BO;22;Kant-Karl Marks- Internatsionalnoe;Кант - Карл Маркс - Интернациональное;Кант - Карл Маркс - Интернациональное;18,4;loc
UAD_BO;22;Novopokrovka- Sary Jon ;Новопокровка - Сары Жон;Новопокровка - Сары Жон;12;loc
UAD_BO;22;Novopokrovka- Aerodrome ;Новопокровка - Аэродром;Новопокровка - Аэродром;4,9;loc
UAD_BO;22;Novopokrovka-Tuz;Новопокровка - Туз;Новопокровка - Туз;15,2;loc
UAD_BO;22;Chondaly-Pionerlager-Dom Invalidov;Чондалы - Пионерлагерь - Дом инвалидов;Чондалы - Пионерлагерь - Дом инвалидов;6,6;loc
UAD_BO;22;Chondaly-Leninskoe;Чондалы - Ленинское;Чондалы - Ленинское;13,7;loc
UAD_BO;22;Dmitrievka-Birdik ;Дмитриевка - Бирдик;Дмитриевка - Бирдик;10,2;loc
UAD_BO;22;Kant-Gornaya Serafimovka with access road to Dom Invalidov ;Кант - Горная Серафимовка с подъездной дорогой к Дому инвалидов;Кант - Горная Серафимовка с подъездной дорогой к Дому инвалидов;24;loc
UAD_BO;22;Zheek-Gagarin ;Жээн - Гагарин;Жээн - Гагарин;5;loc
UAD_BO;22;GES5-Kant- Milyanfan;ГЭС5 - Кант - Милянфан;ГЭС5 - Кант - Милянфан;23,5;loc
UAD_BO;22;Osh-Aravan-Chekabad;Ош - Араван - Чекабад;Ош - Араван - Чекабад;31,4;inter
UAD_BO;22;Nookat-Aravan-Tobokorgon;Ноокат - Араван - Тобокоргон;Ноокат - Араван - Тобокоргон;35;nat
UAD_BO;22;Karavan-Pahtachi 4-28 km;Караван - Пахтачы 4-28км;Караван - Пахтачы 4-28км;28;nat
UAD_BO;22;ХХII Partsyezd-Lenin;22 Партсъезд - Ленин;23 Партсъезд - Ленин;8;loc
UAD_BO;22;Uygur Abad-Langar-Tepe Kurgan;Уйгур Абад - Лангар - Тепе Курган;Уйгур Абад - Лангар - Тепе Курган;6;loc
UAD_BO;23;Aravan-Mangit through Oktyabr;Араван - Мангит через Октябрь;Араван - Мангит через Октябрь;11;loc
UAD_BO;23;Il'ich-Kerkidon;Ильич - Керкидон;Ильич - Керкидон;16;loc
UAD_BO;23;13 km Osh-Aravan-Gulbakhor;13 км Ош - Араван - Гульбахор;14 км Ош - Араван - Гульбахор;10;loc
UAD_BO;26;Tepe Kurgan-Chertik;Тепе Курган - Чертик;Тепе Курган - Чертик;5;loc
UAD_BO;26;Tepe Kurgan-Okchi;Тепе Курган - Окчи;Тепе Курган - Окчи;4;loc
UAD_BO;26;Gulbakhor-Kara Tash;Гульбахор - Кара Таш;Гульбахор - Кара Таш;15;loc
UAD_BO;26;Kommunizm-Charbak ;Коммунизм - Чарбак;Коммунизм - Чарбак;4;loc
UAD_BO;26;Akshar-Zhany Aryk;Акшар - Жаны Арык;Акшар - Жаны Арык;4;loc
UAD_BO;26;Pakhtachi-Sary Tash;Пахтачы - Сары таш ;Пахтачы - Сары таш ;4;loc
UAD_BO;26;Kochubayevo-Kokolopash;Кочубаево - Коколопаш;Кочубаево - Коколопаш;4;loc
UAD_BO;26;Kochubayevo-Sutkor;Кочубаево - Суткор;Кочубаево - Суткор;9;loc
UAD_BO;26;Aravan-Toomoyun;Араван - Тоомоюн;Араван - Тоомоюн;38;loc
UAD_BO;26;Osh-Bishkek (Kara Suu-Sawai) ;Ош - Бишкек (Кара Суу - Савай);Ош - Бишкек (Кара Суу - Савай);9;inter
UAD_BO;26;Osh-Kara Suu-Myrzake;Ош - Кара Суу - Мырзаке;Ош - Кара Суу - Мырзаке;16;inter
UAD_BO;26;Kara Suu-Otuzadyr ;Кара Суу - Отузадыр;Кара Суу - Отузадыр;28;nat
UAD_BO;30;Kashkarkyshtak-Airport;Кашкаркыштак - Аэропорт;Кашкаркыштак - Аэропорт;7;nat
UAD_BO;30;Kommunizm-Agartuu-Madaniyat;Коммунизм - Агартуу - Маданият;Коммунизм - Агартуу - Маданият;13;loc
UAD_BO;30;Nariman-kolhoz Lenina;Нариман - Колхоз Ленина ;Нариман - Колхоз Ленина ;4;loc
UAD_BO;30;Kashkarkyshtak-Kenzhekul;Кашкаркыштак - Кенжекул;Кашкаркыштак - Кенжекул;6;loc
UAD_BO;38;7 km PAD-kolhoz Frunze;7 км ПАД - Колхоз Фрунзе;8 км ПАД - Колхоз Фрунзе;2;loc
UAD_BO;38;Karasuu-Oktyabr-Kyzylkoshchu;Карасуу - Октябрь - Кызылкошчу;Карасуу - Октябрь - Кызылкошчу;14;loc
UAD_BO;38;Sadyrbay-Karatay;Садырбай - Каратай;Садырбай - Каратай;13;loc
UAD_BO;38;Shait-Tyube-Zhdanov;Шаит - Тюбе - Жданов;Шаит - Тюбе - Жданов;12;loc
UAD_BO;38;Mady-Uchkun;Мады - Учкун;Мады - Учкун;7;loc
UAD_BO;38;Kashkarkyshtak-Madaniyat;Кашкаркыштак - Маданият;Кашкаркыштак - Маданият;4;loc
UAD_BO;38;Kurbankara-Kampyr-Ravat;Курбанкара - Кампыр - Рават;Курбанкара - Кампыр - Рават;22;loc
UAD_BO;956;Kommunizm-Aktash-Shvernik ;Коммунизм - Акташ - Шверник;Коммунизм - Акташ - Шверник;9;loc
UAD_BO;956;Orto-Mechet'-Kyzylsuu;Орто - Мечеть - Кызылсуу;Орто - Мечеть - Кызылсуу;33;loc
UAD_BO;956;Zhanyaryk-Pravda;Жаныарык - Правда;Жаныарык - Правда;6;loc
UAD_BO;956;Zhanyaryk-Kyzylsuu;Жаныарык - Кызылсуу;Жаныарык - Кызылсуу;37;loc
UAD_BO;956;7 km PAD-Karasogot;7 км ПАД - Карасогот;8 км ПАД - Карасогот;25;loc
UAD_BO;956;Osh-selhoz Kara-Suu;Ош - сельхоз Кара Суу;Ош - сельхоз Кара Суу;16;loc
UAD_BO;956;Osh-Mamazhan;Ош - Мамажан;Ош - Мамажан;5;loc
UAD_OBI;2;Karasuu-Kampy-Ravat;Карасуу - Кампы - Рават;Карасуу - Кампы - Рават;8;loc
UAD_OBI;2;Osh-Batken-Isfana;Ош - Баткен - Исфана;Ош - Баткен - Исфана;109;inter
UAD_OBI;2;Akturpak-Otukchu;Актурпак - Отукчу;Актурпак - Отукчу;24;loc
UAD_OBI;2;Uchkorgon Chauvay;Учкоргон Чаувай;Учкоргон Чаувай;26;loc
UAD_OBI;2;Uchkorgon-Kuvasai;Учкоргон Кувасай;Учкоргон Кувасай;8;loc
UAD_OBI;2;Nefteprom-Shyrban;Нефтепром - Шырбан;Нефтепром - Шырбан;13;loc
UAD_OBI;2;Kan-Burbalyk;Кан - Бурбалык;Кан - Бурбалык;18;loc
