PLUAD_name;DEP_num;Road_num;NameEn;NameRus;NameKg;Length;NumberOfBridge;type;
UAD_BO;956;26;Kurshab-Karatash ;Куршаб - Караташ;Куршаб - Караташ;7;;loc;
UAD_BO;956;27;Kurshab-Alga-Agronom;Куршаб - Алга - Агроном;Куршаб - Алга - Агроном;12;;loc;
UAD_JAB;12;2;Kerben-Alabuka-Chatcal;Кербен - Алабука - Чаткал;Кербен - Алабука - Чаткал;13;4;nat;
UAD_JAB;12;3;Alabuka-Kerby-Tashkomur;Алабука - Керби - Ташкомур;Алабука - Керби - Ташкомур;35;2;nat;
UAD_JAB;12;4;Kerben-Uchkorgon-Hydro Power Station-Shamaldysai;Кербен - Учкоргон - Гидроэлектростанция - Шамалдысай;Кербен - Учкоргон - Гидроэлектростанция - Шамалдысай;72;12;nat;
UAD_JAB;12;1;Kerben-Kashkasuu ;Кербен - Кашкасуу;Кербен - Кашкасуу;32;;loc;
UAD_JAB;12;2;Karazhygach-Sarychelek lake ;Каражыгач - озеро Сарычелек;Каражыгач - озеро Сарычелек;40;;loc;
UAD_JAB;12;3;Kosh Dobo-Munduz-Aksuu ;Кош Добо - Мундуз - Аксуу;Кош Добо - Мундуз - Аксуу;94;;loc;
UAD_JAB;12;4;Top Jangak-Kashkasuu ;Топ Жангак - Кашкасуу;Топ Жангак - Кашкасуу;22;;loc;
UAD_JAB;12;5;Kerben-Akdobo-Kulukdobo ;Кербен - Акдобо - Кулукдобо;Кербен - Акдобо - Кулукдобо;5;;loc;
UAD_JAB;12;6;Bospuek-Zhergetal-Kapchygai ;Боспуек - Жергетал - Капчигай;Боспуек - Жергетал - Капчигай;23;;loc;
UAD_JAB;12;7;Mukur-Itagar ;Мукур - Итагар;Мукур - Итагар;6;;loc;
UAD_JAB;12;8;Karazhygach-Syny;Каражыгач - Сыны;Каражыгач - Сыны;6;;loc;
UAD_JAB;17;5;Kerben-Alabuka-Chatkal;Кербен - Алабука - Чаткал;Кербен - Алабука - Чаткал;15;1;nat;
UAD_JAB;17;6;Alabuka-Kasan;Алабука - Касан ;Алабука - Касан ;14;1;nat;
UAD_JAB;17;7;Alabuka-Karavan;Алабука - Караван;Алабука - Караван;20;4;nat;
UAD_JAB;17;8;Alabuka-Zhanybazar;Алабука -Жаныбазар;Алабука -Жаныбазар;38;5;nat;
UAD_JAB;17;9;Kasansay-Akkorgon-Zhapasaldy;Касансай - Аккоргон - Жапасалды;Касансай - Аккоргон - Жапасалды;20;2;nat;
UAD_JAB;17;10;Yzar-Gulistan;Изар - Гулистан;Изар - Гулистан;20;2;nat;
UAD_JAB;17;11;Shekaftar-Airytam;Шекафтар - Айрытам;Шекафтар - Айрытам;30;0;nat;
UAD_JAB;17;9;Vodokhranilishche-Shekaftar-Pap;Водохранилище - шекафтар - Пап;Водохранилище - шекафтар - Пап;73;;loc;
UAD_JAB;17;10;Shekaftar-Sumsar;Шекафтар - Сумсар;Шекафтар - Сумсар;12;;loc;
UAD_JAB;17;11;Sumsar-Kaindy;Сумсар - Кайынды;Сумсар - Кайынды;18;;loc;
UAD_JAB;17;12;Alabuka-Lesnaya dacha-Lager;Алабука - Лесная дача - лагерь;Алабука - Лесная дача - лагерь;19;;loc;
UAD_JAB;17;13;Alabuka-Zhoybelent-Oruktu;Алабукаа - Жойбелент- Орукту;Алабукаа - Жойбелент- Орукту;10;;loc;
UAD_JAB;17;14;Airytam-Karaunkur;Айрытам - Караункур;Айрытам - Караункур;15;;loc;
UAD_JAB;17;15;Sada-Birleshken;Сада - Бирлешкен;Сада - Бирлешкен;13;;loc;
UAD_JAB;17;16;Aktam-Pioner lager;Актам - Пионер - лагерь;Актам - Пионер - лагерь;15;;loc;
UAD_JAB;17;17;Gava-Koktash-Arap;Гава - Кок Таш - Арап;Гава - Кок Таш - Арап;16;;loc;
UAD_JAB;17;18;Kyzylata-Madaniyat;Кызылата - Маданият;Кызылата - Маданият;12;;loc;
UAD_JAB;27;12;Alabuka-Zhanybazar-Kirovka;Алабука - Жаныбазар - Кировка;Алабука - Жаныбазар - Кировка;152;14;nat;
UAD_JAB;27;19;Krasnayagorka-Aktash ;Красная Горка - Акташ;Красная Горка - Акташ;17;;loc;
UAD_JAB;27;20;Podyezd-Tereksai ;Подъезд - Терексай;Подъезд - Терексай;6;;loc;
UAD_JAB;27;21;Chandalash stow-Kurgantyube ;Урочище Чандалаш - Кургантюбе;Урочище Чандалаш - Кургантюбе;2;;loc;
UAD_JAB;27;22;Bashkyterek stow;Урочище Башкытерек ;Урочище Башкытерек ;1;;loc;
UAD_JAB;27;23;Ortoterek stow;Урочище Ортотерек;Урочище Ортотерек;2;;loc;
UAD_JAB;27;24;Barkyrak stow;Урочище Баркырак;Урочище Баркырак;1;;loc;
UAD_JAB;27;25;Aygyrzhal road;Трасса Айгыржал;Трасса Айгыржал;12;;loc;
UAD_JAB;31;1;Jalalabat-Kazarman;ЖалалАбад - Казарман;ЖалалАбад - Казарман;98;6;int;
UAD_JAB;31;13;Dmitrievka-Kokart;Дмитриевка - Кокарт;Дмитриевка - Кокарт;55;0;nat;
UAD_JAB;31;14;Dmitrievka-Karaalma;Дмитриевка - Караалма;Дмитриевка - Караалма;8;1;nat;
UAD_JAB;31;26;Kalmakyrchyn-Kyzylsuu;Калмакырчын - Кызылсуу;Калмакырчын - Кызылсуу;18;;loc;
UAD_JAB;31;27;Oktyabrskoe-Bagysh;Октябрьское - Багыш;Октябрьское - Багыш;2;;loc;
UAD_JAB;31;28;Vinsovhoz-Gavrilovka-3 Otdel;Винсовхоз - Гавриловка - 3 Отдел;Винсовхоз - Гавриловка - 3 Отдел;20;;loc;
UAD_JAB;31;29;Taygaraev-Kulbayuulu;Тайгараев - Кулбайуулу;Тайгараев - Кулбайуулу;3;;loc;
UAD_JAB;31;30;Taygaraev-Voroshilov;Тайгараев - Ворошилов;Тайгараев - Ворошилов;8;;loc;
UAD_JAB;31;31;Bagysh-Jalalabat;Багыш - ЖаладАбад;Багыш - ЖаладАбад;13;;loc;
UAD_JAB;31;32;Leninzhol-Kokart;Ленинжол - Кокарт;Ленинжол - Кокарт;6;;loc;
UAD_JAB;31;33;Mikhailovka-Chontash;Михайловка - Чонташ;Михайловка - Чонташ;14;;loc;
UAD_JAB;31;34;Kokzhangak-Sarybulak;Кокжангак - Сарыбулак;Кокжангак - Сарыбулак;8;;loc;
UAD_JAB;31;35;Mikhailovka-Sarybulak;Михайловка - Сарыбулак;Михайловка - Сарыбулак;26;;loc;
UAD_JAB;50;36;Bazarkorgon-Beshbadam;Базаркоргон - Бешбадам;Базаркоргон - Бешбадам;37;5;loc;
UAD_JAB;50;37;Bazarkorgon-Beshikjon through Karacha-Kairma;Базаркоргон - Бешикжон через Карача - Кайырма;Базаркоргон - Бешикжон через Карача - Кайырма;23;1;loc;
UAD_JAB;50;38;Aktaylakata-Kyzylay;Актайлаката - Кызылай;Актайлаката - Кызылай;14;1;loc;
UAD_JAB;50;39;Bazarkorgon-Maslozavod;Базаркоргон - Маслозавод;Базаркоргон - Маслозавод;3;0;loc;
UAD_JAB;50;40;Bazarkorgon-Kolot;Базаркоргон - Колот;Базаркоргон - Колот;16;1;loc;
UAD_JAB;50;41;Bazarkorgon-Seydikum;Базаркоргон - Сейдикум;Базаркоргон - Сейдикум;20;3;loc;
UAD_JAB;50;42;Kyzylunkur-Kenkol;Кызылункур - Кенкол;Кызылункур - Кенкол;26;4;loc;
UAD_JAB;50;43;Shaidan-Abdraimov;Шайдан - Абдраимов;Шайдан - Абдраимов;6;0;loc;
UAD_JAB;50;44;Taldybulak-Kaba;Талдыбулак - Каба;Талдыбулак - Каба;14;1;loc;
UAD_JAB;50;45;Kyzyloktyabr-Uchbulak;Кызыл Октябрь - Учбулак;Кызыл Октябрь - Учбулак;15;0;loc;
UAD_JAB;50;46;Bazarkorgon-Kairma;Базаркоргон - Кайырма;Базаркоргон - Кайырма;10;1;loc;
UAD_JAB;50;;Bazarkorgon-bridge Karaunkur;Базаркоргон - мост Караункур;Базаркоргон - мост Караункур;3;0;loc;
UAD_JAB;50;;Bazarkorgon-Arslanbob;Базаркоргон - Арсланбоб;Базаркоргон - Арсланбоб;65;8;nat;
UAD_JAB;51;47;Leninzhol-Shaydan;Ленинжол - Шайдан;Ленинжол - Шайдан;10;;loc;
UAD_JAB;51;48;Leninzhol-Kazarmazar-Sere;Ленинжо - Казарман - Сере;Ленинжо - Казарман - Сере;73;;loc;
UAD_JAB;51;49;Kochkorata-Maylisay;Кочкората - Майлисай;Кочкората - Майлисай;29;;loc;
UAD_JAB;51;50;Kochkorata-Tashchy-Bulak-Khilya-KH.punkt;Кочкората - Ташчы Булак - Хиля - KH punkt;Кочкората - Ташчы Булак - Хиля - KH punkt;10;;loc;
UAD_JAB;51;51;Rakhmanzhan-Karabulak;Рахманжан - Карабулак;Рахманжан - Карабулак;33;;loc;
UAD_JAB;51;52;Nooken-Karabulak-Kochkorata;Ноокен - Карабулак - Кочкората;Ноокен - Карабулак - Кочкората;31;;loc;
UAD_JAB;51;53;Leninzhol-Aral-Sakaldy;Ленинжол - Арал - Сакалды;Ленинжол - Арал - Сакалды;27;;loc;
UAD_JAB;51;54;Leninzhol-Beshzhygach-KH.punkt-Birdik;Ленинжол - Бешжыгач - KH.punkt - Бирдик;Ленинжол - Бешжыгач - KH.punkt - Бирдик;9;;loc;
UAD_JAB;51;55;Kolkhoz Komintern-Kommunizm;Колхоз Коминтерн - Куммунизм;Колхоз Коминтерн - Куммунизм;5;;loc;
UAD_JAB;51;56;Kommunizm-Bobuy-Rakhmanzhan;Коммунизм - Бобуй - Рахманжан;Коммунизм - Бобуй - Рахманжан;9;;loc;
UAD_JAB;51;57;Leninskoye-Sakaldy;Ленинское - Сакалды;Ленинское - Сакалды;9;;loc;
UAD_JAB;51;58;Karlmarks-Noshken;Карл Маркс - Ношкен;Карл Маркс - Ношкен;18;;loc;
UAD_JAB;52;15;Suzak-Kadu;Сузак - Каду;Сузак - Каду;50;2;nat;
UAD_JAB;52;59;Blagoveshenka-Karakul;Благовещенка - Каракуль;Благовещенка - Каракуль;41;;loc;
UAD_JAB;52;60;Jalalabat-Blagoveshenka;ЖалалАбад - Благовещенка;ЖалалАбад - Благовещенка;2;;loc;
UAD_JAB;52;61;Kommunizm-Zhanydyykan;Коммунизм - Жаныдыйкан;Коммунизм - Жаныдыйкан;6;;loc;
UAD_JAB;52;62;Sarybulak-Ortok;Сарыбулак - Орток;Сарыбулак - Орток;12;;loc;
UAD_JAB;52;63;Kashkaterek-Katranky;Кашкатерек - Катранкы;Кашкатерек - Катранкы;26;;loc;
UAD_JAB;52;64;Tashtak-Achy ;Таштак - Ачы;Таштак - Ачы;17;;loc;
UAD_JAB;52;65;Ortok-Kashkasuu;Орток - Кашкасуу;Орток - Кашкасуу;15;;loc;
UAD_JAB;52;66;Aktook-Karamart;Актоок - Карамарт;Актоок - Карамарт;5;;loc;
UAD_JAB;52;67;Chokotobo-Eshme;Чоктобо - Эшме;Чоктобо - Эшме;27;;loc;
UAD_JAB;52;68;Aktook-Molbulak;Актоок - Молбулак;Актоок - Молбулак;1,6;;loc;
UAD_OBI;2;1;Osh-Batken-Isfana;Ош - Баткен - Исфана;Ош - Баткен - Исфана;101;13;int;
UAD_OBI;2;1;Buzhum-Batken-Isfana;Бужум - Баткен - Исфана;Бужум - Баткен - Исфана;29;1;nat;
UAD_OBI;2;2;Batken-Chongara;Баткен - Чонгара;Баткен - Чонгара;40;1;nat;
UAD_OBI;2;1;Soh-Kan-Zardaly;Сох - Кан - Зардалы;Сох - Кан - Зардалы;85;;loc;
UAD_OBI;2;2;Batken-Buzhum-Kyzylzhol;Баткен - Бужум - Кызылжол;Баткен - Бужум - Кызылжол;10;;loc;
UAD_OBI;2;3;Batken-Rautkaut;Баткен - Рауткаут;Баткен - Рауткаут;20;;loc;
UAD_OBI;2;4;Batken-Akturpak;Баткен - Актурпак;Баткен - Актурпак;4;;loc;
UAD_OBI;2;5;Soh-Sai 0-6 km;Сох - Сай 0-6 км;Сох - Сай 0-6 км;6;;loc;
UAD_OBI;2;6;Soh-Gaz;Сох - Газ;Сох - Газ;9;;loc;
UAD_OBI;2;7;Osh-Isfana-Karatokoy;Ош - Исфана - Каратокой;Ош - Исфана - Каратокой;4;;loc;
UAD_OBI;2;8;Batken-Bulakbashy-Karabak;Баткен - Булакбашы - Карабак;Баткен - Булакбашы - Карабак;11;;loc;
UAD_OBI;2;9;Batken-Karabulak;Баткен - Карабулак;Баткен - Карабулак;6;;loc;
UAD_OBI;2;10;Akturpak-Chongara;Актурпак - Чонгара;Актурпак - Чонгара;10;;loc;
UAD_OBI;2;12;KS Aktatyr v.;KS село Актатыр;KS село Актатыр;6;;loc;
UAD_OBI;2;13;KS Uchdobo;Учдобо;Учдобо;3;;loc;
UAD_OBI;2;14;KS Ravat 0-2 km part;"Рават; участок 0-2 км";"Рават; участок 0-2 км";2;;loc;
UAD_OBI;13;1; Osh-Batken-Isfana with turning to Suluktu c.;Ош - Баткен - Исфана с поворотом на Сулукту;Ош - Баткен - Исфана с поворотом на Сулукту;123;8;int;
UAD_OBI;13;3;Kairagach-Kulunda-Arka;Кайрагач - Кулунда - Арка;Кайрагач - Кулунда - Арка;65;0;nat;
UAD_OBI;13;15;Isfana-Andarak-Koktash;Исфана - Андарак - Кокташ;Исфана - Андарак - Кокташ;28;;loc;
UAD_OBI;13;16;Samat-Zamboruch-Zharkyshtak;Самат - Замборуч - Жаркыштак;Самат - Замборуч - Жаркыштак;27;;loc;
UAD_OBI;13;17;Isfana-Gordoy-Kekre;Исфана - Гордой - Кекре;Исфана - Гордой - Кекре;33;;loc;
UAD_OBI;13;18;Karabulak-Toguzbulak;Карабулак - Тогузбулак;Карабулак - Тогузбулак;6;;loc;
UAD_OBI;13;19;Isfana –Chukurbulak;Исфана - Чукурбулак;Исфана - Чукурбулак;43;;loc;
UAD_OBI;13;20;Korgon-Katran-Baul;Коргон - Катран - Баул;Коргон - Катран - Баул;27;;loc;
UAD_OBI;13;21;Beshkent-Margun;Бешкент - Маргун;Бешкент - Маргун;18;;loc;
UAD_OBI;13;22;Margun-Darkum;Маргун - Даркум;Маргун - Даркум;18;;loc;
UAD_OBI;13;23;Isfana-Akbulak;Исфана - Акбулак;Исфана - Акбулак;4;;loc;
UAD_OBI;13;24;Katarn-Ozgorush;Катарн - Озгоруш;Катарн - Озгоруш;13;;loc;
UAD_OBI;46;1;Osh-Batken-Isfana;Ош - Баткен - Исфана;Ош - Баткен - Исфана;109;14;int;
UAD_OBI;46;11;Akturpak-Otukchu;Актурпак - Отукчу;Актурпак - Отукчу;24;;loc;
UAD_OBI;46;25;Uchkorgon Chauvay;Учкоргон Чаувай;Учкоргон Чаувай;26;;loc;
UAD_OBI;46;26;Uchkorgon-Kuvasai;Учкоргон Кувасай;Учкоргон Кувасай;8;;loc;
UAD_OBI;46;27;Nefteprom-Shyrban;Нефтепром - Шырбан;Нефтепром - Шырбан;13;;loc;
UAD_OBI;46;28;Kan-Burbalyk;Кан - Бурбалык;Кан - Бурбалык;18;;loc;
UAD_OBI;46;29;Sur-Ormosh Syrt;Сур - Ормош Сырт;Сур - Ормош Сырт;6;;loc;
UAD_OBI;46;31;Moloteskey-Jal;Молотескей - Джал;Молотескей - Джал;12;;loc;
UAD_OBI;46;32;Halmion-Tashtyube;Халмион - Таштюбе;Халмион - Таштюбе;20;;loc;
UAD_OBI;46;33;Alga-Kaytmas;Алга - Кайтмасс;Алга - Кайтмасс;30;;loc;
UAD_OBI;46;34;Karashoro-Karakazyk;Карашоро - Караказык;Карашоро - Караказык;43;;loc;
UAD_OBI;46;35;Uch Korgon-Tengizbay;Уч Коргон - Тенгизбай;Уч Коргон - Тенгизбай;67;;loc;
UAD_OBI;46;36;Kyzyl-Bulak-Tamasha;Кызыл - Булак - Тамаша;Кызыл - Булак - Тамаша;33;;loc;
UAD_OBI;46;37;Uchkorgon 61st patrol;Учкоргон - 61й пост;Учкоргон - 61й пост;11;;loc;
UAD_OSI;16;3;Sary Tash-Darootkorgon-Komsomolabad with access to Kyzyleshme v. and Jekendi v.;Сары Таш - Дарооткоргон - Комсомолобад с подъездной дорогой до села Жекенди;Сары Таш - Дарооткоргон - Комсомолобад с подъездной дорогой до села Жекенди;122;1;int;
UAD_OSI;16;1;Uchkorgon-Darootkorgon;Уччкоргон - Дарооткоргон;Уччкоргон - Дарооткоргон;50;0;nat;
UAD_OSI;16;1;Darootkorgon-Jashtiliek;Дарооткоргон - Жаштилиек;Дарооткоргон - Жаштилиек;13;;loc;
UAD_OSI;16;2;68th km of national road Achy Suu;68й км трассы Ачу Суу;68й км трассы Ачу Суу;62;;loc;
UAD_OSI;21;1;Osh-Sary Tash-Irkeshtam ;Ош - Сары Таш - Иркештам;Ош - Сары Таш - Иркештам;34;7;int;
UAD_OSI;21;4;Osh-Isfana 0-30 km ;Ош - Исфана 0-30км;Ош - Исфана 0-30км;35;0;int;
UAD_OSI;21;5;Osh-Tashkent 0-5 km ;Ош - Ташкент 0-5 км;Ош - Ташкент 0-5 км;5;0;int;
UAD_OSI;21;6;Osh-Aravan-Chekabad 0-2,6 km ;Ош - Араван - Чекабад 0-2,6км;Ош - Араван - Чекабад 0-2,6км;2,6;1;int;
UAD_OSI;21;7;Osh-Kara Suu-Myrzake 0-6 km;Ош - Кара Суу - Мырзаке 0-6км;Ош - Кара Суу - Мырзаке 0-6км;6;1;int;
UAD_OSI;21;2;Osh-Airport;Ош - Аэропорт;Ош - Аэропорт;5;0;nat;
UAD_OSI;21;3;Bypass Osh c.;Объездная догора города Ош;Объездная догора города Ош;17;4;nat;
UAD_OSI;21;4;Osh-Toloykon;Ош - Толойкон;Ош - Толойкон;15;3;nat;
UAD_OSI;21;5;Osh-Ozgur;Ош - Озгур;Ош - Озгур;10;4;nat;
UAD_OSI;21;6;Ak-Terek-Papan-Kozhokelen;Ак Терек - Папан - Кожокелен;Ак Терек - Папан - Кожокелен;100;13;nat;
UAD_OSI;21;3;Kalinin-Ozgor ;Калинин - Озгор;Калинин - Озгор;10;;loc;
UAD_OSI;21;4;Osh-Kenesh ;Ош - Кенеш;Ош - Кенеш;9;;loc;
UAD_OSI;21;5;Bypass Osh c.-Kyzyl-Bayrak ;Объездная города Ош - Кызы Байрак;Объездная города Ош - Кызы Байрак;10;;loc;
UAD_OSI;21;6;Aravan highway - Uchar v. ;Араванское Шоссе - село Учар;Араванское Шоссе - село Учар;5;;loc;
UAD_OSI;21;7;Cult. Center Chogom-Tan ;Культурные центр Чогом Тан;Культурные центр Чогом Тан;25;;loc;
UAD_OSI;21;8;Cult. Center Kichik-Alai ;Культурный центр Кичик Алай;Культурный центр Кичик Алай;17;;loc;
UAD_OSI;21;9;8 km Osh-Aravan - Teeke v.;8 км Ош - Араван - Тиите;9 км Ош - Араван - Тиите;1,2;;loc;
UAD_OSI;37;4;Osh-Batken-Isfana;Ош - Баткен - Исфана;Ош - Баткен - Исфана;45;6;int;
UAD_OSI;37;7;Nookat-Papan;Ноокат - Папан;Ноокат - Папан;45;6;nat;
UAD_OSI;37;8;Nookat-Aravan;Ноокат - Араван;Ноокат - Араван;19;2;nat;
UAD_OSI;37;10;Telman-Karagoy;Тельман - Карагой;Тельман - Карагой;28;;loc;
UAD_OSI;37;11;Nookat-Kalinin;Ноокат - Калинин;Ноокат - Калинин;9;;loc;
UAD_OSI;37;12;Dodon-Saliyeva-Abshyrsay;Додон - Салиева - Абшырсай;Додон - Салиева - Абшырсай;55;;loc;
UAD_OSI;37;13;Madaniyat-Leninizm;Маданият - Ленинизм;Маданият - Ленинизм;26;;loc;
UAD_OSI;37;14;Kokzhar-Tashbulak;Кокжар - Ташбулак;Кокжар - Ташбулак;18;;loc;
UAD_OSI;37;15;Kokzhar-Pakhtachy;Кокжар - Пахтачы;Кокжар - Пахтачы;13;;loc;
UAD_OSI;37;16;Nookat-Chechmesay;Ноокат - Чечмесай;Ноокат - Чечмесай;4;;loc;
UAD_OSI;37;17;Chapayev-Internatsional;Чапаев - Интерниционал;Чапаев - Интерниционал;6;;loc;
UAD_OSI;37;18;Kokbel-Kichialay;Кокбел - Кичиалай;Кокбел - Кичиалай;8;;loc;
UAD_OSI;37;19;Toomoyun-Osor-Zhany Archa;Тоомоюн - Осор - Жаны Арча;Тоомоюн - Осор - Жаны Арча;48;;loc;
UAD_OSI;37;20;Madaniyat-Kyzyl Teyit;Маданият - Кызыл Тейит;Маданият - Кызыл Тейит;15;;loc;
UAD_OSI;37;21;2nd division of Kokzhar;2я часть Кокжара;2я часть Кокжара;4;;loc;
UAD_OSI;37;22;Kokbel-Akterek;Кокбел - Актерек;Кокбел - Актерек;17;;loc;
UAD_OSI;37;23;Leninizm-Shankol;Ленинизм - Шанкол;Ленинизм - Шанкол;19;;loc;
UAD_OSI;37;24;Kokzhar-Uluu Too;Кокжар - Улуу Тоо;Кокжар - Улуу Тоо;10;;loc;
UAD_OSI;37;25;Kokzhar-Kyzyl Kyya;Кокар - Кызыл Кия;Кокар - Кызыл Кия;30;;loc;
UAD_OSI;37;26;Kyzyl Kyya-Beshburkan;Кызыл Кия - Бешбуркан;Кызыл Кия - Бешбуркан;7;;loc;
UAD_OSI;38;72;Ornok-Saliyeva;Орнок - Салиева;Орнок - Салиева;3;;loc;
UAD_OSI;44;6;Osh-Aravan-Chekabad;Ош - Араван - Чекабад;Ош - Араван - Чекабад;31,4;3;int;
UAD_OSI;44;9;Nookat-Aravan-Tobokorgon;Ноокат - Араван - Тобокоргон;Ноокат - Араван - Тобокоргон;35;3;nat;
UAD_OSI;44;10;Karavan-Pahtachi 4-28 km;Караван - Пахтачы 4-28км;Караван - Пахтачы 4-28км;28;6;nat;
UAD_OSI;44;27;ХХII Partsyezd-Lenin;22 Партсъезд - Ленин;23 Партсъезд - Ленин;8;;loc;
UAD_OSI;44;28;Uygur Abad-Langar-Tepe Kurgan;Уйгур Абад - Лангар - Тепе Курган;Уйгур Абад - Лангар - Тепе Курган;6;;loc;
UAD_OSI;44;29;Aravan-Mangit through Oktyabr;Араван - Мангит через Октябрь;Араван - Мангит через Октябрь;11;;loc;
UAD_OSI;44;30;Il'ich-Kerkidon;Ильич - Керкидон;Ильич - Керкидон;16;;loc;
UAD_OSI;44;31;13 km Osh-Aravan-Gulbakhor;13 км Ош - Араван - Гульбахор;14 км Ош - Араван - Гульбахор;10;;loc;
UAD_OSI;44;32;Tepe Kurgan-Chertik;Тепе Курган - Чертик;Тепе Курган - Чертик;5;;loc;
UAD_OSI;44;33;Tepe Kurgan-Okchi;Тепе Курган - Окчи;Тепе Курган - Окчи;4;;loc;
UAD_OSI;44;34;Gulbakhor-Kara Tash;Гульбахор - Кара Таш;Гульбахор - Кара Таш;15;;loc;
UAD_OSI;44;35;Kommunizm-Charbak ;Коммунизм - Чарбак;Коммунизм - Чарбак;4;;loc;
UAD_OSI;44;36;Akshar-Zhany Aryk;Акшар - Жаны Арык;Акшар - Жаны Арык;4;;loc;
UAD_OSI;44;37;Pakhtachi-Sary Tash;Пахтачы - Сары таш ;Пахтачы - Сары таш ;4;;loc;
UAD_OSI;44;38;Kochubayevo-Kokolopash;Кочубаево - Коколопаш;Кочубаево - Коколопаш;4;;loc;
UAD_OSI;44;39;Kochubayevo-Sutkor;Кочубаево - Суткор;Кочубаево - Суткор;9;;loc;
UAD_OSI;44;40;Aravan-Toomoyun;Араван - Тоомоюн;Араван - Тоомоюн;38;;loc;
UAD_OSI;45;2;Osh-Bishkek (Kara Suu-Sawai) ;Ош - Бишкек (Кара Суу - Савай);Ош - Бишкек (Кара Суу - Савай);9;0;int;
UAD_OSI;45;7;Osh-Kara Suu-Myrzake;Ош - Кара Суу - Мырзаке;Ош - Кара Суу - Мырзаке;16;1;int;
UAD_OSI;45;11;Kara Suu-Otuzadyr ;Кара Суу - Отузадыр;Кара Суу - Отузадыр;28;4;nat;
UAD_OSI;45;12;Kashkarkyshtak-Airport;Кашкаркыштак - Аэропорт;Кашкаркыштак - Аэропорт;7;0;nat;
UAD_OSI;45;41;Kommunizm-Agartuu-Madaniyat;Коммунизм - Агартуу - Маданият;Коммунизм - Агартуу - Маданият;13;;loc;
UAD_OSI;45;42;Nariman-kolhoz Lenina;Нариман - Колхоз Ленина ;Нариман - Колхоз Ленина ;4;;loc;
UAD_OSI;45;43;Kashkarkyshtak-Kenzhekul;Кашкаркыштак - Кенжекул;Кашкаркыштак - Кенжекул;6;;loc;
UAD_OSI;45;44;7 km PAD-kolhoz Frunze;7 км ПАД - Колхоз Фрунзе;8 км ПАД - Колхоз Фрунзе;2;;loc;
UAD_OSI;45;45;Karasuu-Oktyabr-Kyzylkoshchu;Карасуу - Октябрь - Кызылкошчу;Карасуу - Октябрь - Кызылкошчу;14;;loc;
UAD_OSI;45;46;Sadyrbay-Karatay;Садырбай - Каратай;Садырбай - Каратай;13;;loc;
UAD_OSI;45;47;Shait-Tyube-Zhdanov;Шаит - Тюбе - Жданов;Шаит - Тюбе - Жданов;12;;loc;
UAD_OSI;45;48;Mady-Uchkun;Мады - Учкун;Мады - Учкун;7;;loc;
UAD_OSI;45;49;Kashkarkyshtak-Madaniyat;Кашкаркыштак - Маданият;Кашкаркыштак - Маданият;4;;loc;
UAD_OSI;45;50;Kurbankara-Kampyr-Ravat;Курбанкара - Кампыр - Рават;Курбанкара - Кампыр - Рават;22;;loc;
UAD_OSI;45;51;Kommunizm-Aktash-Shvernik ;Коммунизм - Акташ - Шверник;Коммунизм - Акташ - Шверник;9;;loc;
UAD_OSI;45;52;Orto-Mechet'-Kyzylsuu;Орто - Мечеть - Кызылсуу;Орто - Мечеть - Кызылсуу;33;;loc;
UAD_OSI;45;53;Zhanyaryk-Pravda;Жаныарык - Правда;Жаныарык - Правда;6;;loc;
UAD_OSI;45;54;Zhanyaryk-Kyzylsuu;Жаныарык - Кызылсуу;Жаныарык - Кызылсуу;37;;loc;
UAD_OSI;45;55;7 km PAD-Karasogot;7 км ПАД - Карасогот;8 км ПАД - Карасогот;25;;loc;
UAD_OSI;45;56;Osh-selhoz Kara-Suu;Ош - сельхоз Кара Суу;Ош - сельхоз Кара Суу;16;;loc;
UAD_OSI;45;58;Osh-Mamazhan;Ош - Мамажан;Ош - Мамажан;5;;loc;
UAD_OSI;45;73;Karasuu-Kampy-Ravat;Карасуу - Кампы - Рават;Карасуу - Кампы - Рават;8;;loc;
UAD_OSI;959;1;Osh-Sary Tash-Irkeshtam;Ош - Сары Таш - Иркештам;Ош - Сары Таш - Иркештам;113;20;int;
UAD_OSI;959;13;Gulcha-Korul-Suukdobo;Гульча - Корул - Суукдобо;Гульча - Корул - Суукдобо;32;5;nat;
UAD_OSI;959;59;Gulcho-Zhosholu-Ayutapan;Гульчо - Жошолу - Аютапан;Гульчо - Жошолу - Аютапан;33;6;loc;
UAD_OSI;959;60;85 km PAD-Budalyk;85 км ПАД - Будалык;86 км ПАД - Будалык;17;3;loc;
UAD_OSI;959;61;105 km PAD-Bulolu;105 км ПАД - Булолу;106 км ПАД - Булолу;17;2;loc;
UAD_OSI;959;62;115 km PAD-Askaly;115 км ПАД - Аскалы;116 км ПАД - Аскалы;15;0;loc;
UAD_OSI;959;63;Kyzylkorgon-Murdash;Кызлкоргон - Мурдаш;Кызлкоргон - Мурдаш;9;1;loc;
UAD_OSI;959;64;Sopukorgon-Terek;Сопукоргон - Терек;Сопукоргон - Терек;9;1;loc;
UAD_OSI;959;65;Arpa-Tektir-KablanKol;Арпа - Тектир - Кабланкол;Арпа - Тектир - Кабланкол;17;3;loc;
UAD_OSI;959;66;Gulcha-Kyzylsuu;Гульча - Кызылсуу;Гульча - Кызылсуу;24;1;loc;
